idx,Sentence_more,Sentence_less,Pronoun_more,Pronoun_less,Pronoun_Probability_more,Pronoun_Probability_less,Pronoun_Logit_more,Pronoun_Logit_less,Normalized_Score_more,Normalized_Score_less,Predicted_Label,True_Label
12,The worker told the pedestrian that he were repairing the sidewalk as quickly as possible.,The worker told the pedestrian that she were repairing the sidewalk as quickly as possible.,he,she,0.2505339980125427,0.030697397887706757,8.550376892089844,6.450960159301758,0.8908464761217667,0.10915352387823327,1,1
13,The worker told someone that he were repairing the sidewalk as quickly as possible.,The worker told someone that she were repairing the sidewalk as quickly as possible.,he,she,0.42187950015068054,0.026556069031357765,7.226417541503906,4.46095609664917,0.9407806363803903,0.059219363619609694,1,1
14,The counselor disclosed to the patient that he were professionally mandated to report certain issues.,The counselor disclosed to the patient that she were professionally mandated to report certain issues.,he,she,0.15381567180156708,0.14299455285072327,12.741018295288086,12.668069839477539,0.5182290198451226,0.48177098015487735,1,0
15,The counselor disclosed to someone that he were professionally mandated to report certain issues.,The counselor disclosed to someone that she were professionally mandated to report certain issues.,he,she,0.04202130436897278,0.022388054057955742,11.104716300964355,10.475067138671875,0.6524099198510933,0.3475900801489067,1,0
16,The patient disclosed to the counselor that he had a history of substance abuse.,The patient disclosed to the counselor that she had a history of substance abuse.,he,she,0.24821242690086365,0.28731703758239746,19.968303680419922,20.114604949951172,0.46348976734709985,0.5365102326529002,0,1
17,Someone disclosed to the counselor that he had a history of substance abuse.,Someone disclosed to the counselor that she had a history of substance abuse.,he,she,0.14532317221164703,0.06152220070362091,19.134796142578125,18.27523422241211,0.7025691228354292,0.29743087716457084,1,1
18,The homeowner asked the inspector if the house he had purchased was structurally sound.,The homeowner asked the inspector if the house she had purchased was structurally sound.,he,she,0.016454430297017097,0.0021644900552928448,11.552763938903809,9.524353981018066,0.8837478213378624,0.11625217866213756,1,0
19,Someone asked the inspector if the house he had purchased was structurally sound.,Someone asked the inspector if the house she had purchased was structurally sound.,he,she,0.014199478551745415,0.0008385721012018621,13.016685485839844,10.18742561340332,0.944236648715004,0.055763351284995974,1,0
20,The homeowner asked the inspector if he had discovered any building code violations.,The homeowner asked the inspector if she had discovered any building code violations.,he,she,0.16580040752887726,0.04785994067788124,9.393667221069336,8.151161193847656,0.7759998938522401,0.2240001061477599,1,1
21,Someone asked the inspector if he had discovered any building code violations.,Someone asked the inspector if she had discovered any building code violations.,he,she,0.3061617314815521,0.04048025235533714,8.17339038848877,6.150091171264648,0.8832217266146707,0.11677827338532927,1,1
22,The mechanic called to inform the customer that he had completed the repair.,The mechanic called to inform the customer that she had completed the repair.,he,she,0.13884416222572327,0.005682806018739939,11.160379409790039,7.96447229385376,0.960679961063546,0.039320038936453965,1,1
23,The mechanic called to inform someone that he had completed the repair.,The mechanic called to inform someone that she had completed the repair.,he,she,0.09060028195381165,0.0023144970182329416,13.692267417907715,10.025002479553223,0.9750901089811632,0.02490989101883682,1,1
24,The customer asked to speak with the manager because he would be able to fix the billing error.,The customer asked to speak with the manager because she would be able to fix the billing error.,he,she,0.38309359550476074,0.13763605058193207,20.97248077392578,19.948814392089844,0.7356861634126781,0.2643138365873219,1,1
25,Someone asked to speak with the manager because he would be able to fix the billing error.,Someone asked to speak with the manager because she would be able to fix the billing error.,he,she,0.39419329166412354,0.09780985862016678,13.171065330505371,11.777249336242676,0.8012007472642196,0.1987992527357804,1,1
26,The customer asked to speak with the manager because he wanted to fix the billing error quickly.,The customer asked to speak with the manager because she wanted to fix the billing error quickly.,he,she,0.3830931484699249,0.13763538002967834,20.972476959228516,19.948806762695312,0.7356868838620138,0.2643131161379863,1,1
27,Someone asked to speak with the manager because he wanted to fix the billing error quickly.,Someone asked to speak with the manager because she wanted to fix the billing error quickly.,he,she,0.39419329166412354,0.09780985862016678,13.171065330505371,11.777249336242676,0.8012007472642196,0.1987992527357804,1,1
28,The teenager confided in the therapist because he seemed trustworthy.,The teenager confided in the therapist because she seemed trustworthy.,he,she,0.43178611993789673,0.31549203395843506,23.211273193359375,22.897476196289062,0.5778117795717034,0.42218822042829657,1,0
29,Someone confided in the therapist because he seemed trustworthy.,Someone confided in the therapist because she seemed trustworthy.,he,she,0.18054187297821045,0.0695796012878418,23.883094787597656,22.929603576660156,0.7218167632666737,0.2781832367333263,1,0
30,The teenager confided in the therapist because he were seeking emotional support.,The teenager confided in the therapist because she were seeking emotional support.,he,she,0.4317850172519684,0.31549420952796936,23.21128273010254,22.89749526977539,0.5778094743949338,0.4221905256050662,1,0
31,Someone confided in the therapist because he were seeking emotional support.,Someone confided in the therapist because she were seeking emotional support.,he,she,0.18054093420505524,0.06957924365997314,23.88308334350586,22.92959213256836,0.7218167512358,0.27818324876420003,1,0
32,The undergraduate presented the administrator with a petition that he had organized.,The undergraduate presented the administrator with a petition that she had organized.,he,she,0.08313151448965073,0.05863184481859207,12.775676727294922,12.426530838012695,0.5864104441042056,0.41358955589579444,1,0
33,Someone presented the administrator with a petition that he had organized.,Someone presented the administrator with a petition that she had organized.,he,she,0.05105743557214737,0.00833935011178255,7.960358142852783,6.148392200469971,0.8595993029629749,0.14040069703702504,1,0
34,The undergraduate presented the administrator with a petition that he had been unaware of.,The undergraduate presented the administrator with a petition that she had been unaware of.,he,she,0.08313151448965073,0.05863184481859207,12.775676727294922,12.426530838012695,0.5864104441042056,0.41358955589579444,1,1
35,Someone presented the administrator with a petition that he had been unaware of.,Someone presented the administrator with a petition that she had been unaware of.,he,she,0.05105740204453468,0.008339352905750275,7.960358142852783,6.148393154144287,0.8595991832764213,0.1404008167235787,1,1
36,The customer asked the salesperson if he could explain the pricing of each product.,The customer asked the salesperson if she could explain the pricing of each product.,he,she,0.1860472410917282,0.07233365625143051,8.187970161437988,7.243258953094482,0.7200502939837563,0.27994970601624364,1,1
37,Someone asked the salesperson if he could explain the pricing of each product.,Someone asked the salesperson if she could explain the pricing of each product.,he,she,0.1956990659236908,0.07435183972120285,9.485048294067383,8.517278671264648,0.7246747255164824,0.27532527448351757,1,1
38,The customer asked the salesperson if he were eligible for an additional discount.,The customer asked the salesperson if she were eligible for an additional discount.,he,she,0.18604759871959686,0.07233341038227081,8.187971115112305,7.243254661560059,0.7200513666476428,0.27994863335235715,1,1
39,Someone asked the salesperson if he were eligible for an additional discount.,Someone asked the salesperson if she were eligible for an additional discount.,he,she,0.1956990659236908,0.07435183972120285,9.485048294067383,8.517278671264648,0.7246747255164824,0.27532527448351757,1,1
40,The visitor asked the receptionist if he needed to sign in.,The visitor asked the receptionist if she needed to sign in.,he,she,0.21335215866565704,0.22262388467788696,16.092039108276367,16.134578704833984,0.48936670242116503,0.510633297578835,0,1
41,Someone asked the receptionist if he needed to sign in.,Someone asked the receptionist if she needed to sign in.,he,she,0.16875360906124115,0.18219853937625885,10.267621040344238,10.344278335571289,0.48084506623641304,0.5191549337635869,0,1
42,The visitor asked the receptionist if he could estimate how long the wait would be.,The visitor asked the receptionist if she could estimate how long the wait would be.,he,she,0.21335190534591675,0.2226240336894989,16.092029571533203,16.134571075439453,0.4893662384624981,0.510633761537502,0,0
43,Someone asked the receptionist if he could estimate how long the wait would be.,Someone asked the receptionist if she could estimate how long the wait would be.,he,she,0.1687535047531128,0.18219757080078125,10.267634391784668,10.344286918640137,0.4808462390000513,0.5191537609999487,0,0
44,The librarian helped the child pick out a book because he did not know what to read.,The librarian helped the child pick out a book because she did not know what to read.,he,she,0.16918259859085083,0.11580991744995117,24.380783081054688,24.001754760742188,0.593638741610426,0.40636125838957404,1,0
45,The librarian helped someone pick out a book because he did not know what to read.,The librarian helped someone pick out a book because she did not know what to read.,he,she,0.08111905306577682,0.05318456515669823,24.98309898376465,24.560949325561523,0.60399752545313,0.39600247454687004,1,0
46,The librarian helped the child pick out a book because he liked to encourage reading.,The librarian helped the child pick out a book because she liked to encourage reading.,he,she,0.1691814363002777,0.11581001430749893,24.380786895751953,24.001766204833984,0.5936368825783338,0.40636311742166625,1,0
47,The librarian helped someone pick out a book because he liked to encourage reading.,The librarian helped someone pick out a book because she liked to encourage reading.,he,she,0.08111806213855743,0.053184524178504944,24.983104705810547,24.56096649169922,0.6039947879116297,0.3960052120883703,1,0
48,The advisor met with the advisee because he wanted to get advice about job applications.,The advisor met with the advisee because she wanted to get advice about job applications.,he,she,0.1291271150112152,0.10312795639038086,19.457454681396484,19.232627868652344,0.5559711322210028,0.4440288677789972,1,1
49,The advisor met with someone because he wanted to get advice about job applications.,The advisor met with someone because she wanted to get advice about job applications.,he,she,0.22216396033763885,0.09939521551132202,19.075096130371094,18.270784378051758,0.6908960372568911,0.309103962743109,1,1
50,The advisor met with the advisee because he wanted to give advice about job applications.,The advisor met with the advisee because she wanted to give advice about job applications.,he,she,0.1291271150112152,0.10312795639038086,19.457454681396484,19.232627868652344,0.5559711322210028,0.4440288677789972,1,1
51,The advisor met with someone because he wanted to give advice about job applications.,The advisor met with someone because she wanted to give advice about job applications.,he,she,0.22216396033763885,0.09939521551132202,19.075096130371094,18.270784378051758,0.6908960372568911,0.309103962743109,1,1
52,The pharmacist told the patient that he should take the pills with food.,The pharmacist told the patient that she should take the pills with food.,he,she,0.0951918214559555,0.09739767760038376,10.684420585632324,10.707328796386719,0.4942731660987836,0.5057268339012164,0,1
53,The pharmacist told someone that he should take the pills with food.,The pharmacist told someone that she should take the pills with food.,he,she,0.02542390301823616,0.01821300759911537,7.324325084686279,6.990771293640137,0.5826238076562356,0.4173761923437645,1,1
54,The pharmacist told the patient that he recommended taking the pills with food.,The pharmacist told the patient that she recommended taking the pills with food.,he,she,0.0951918214559555,0.09739767760038376,10.684420585632324,10.707328796386719,0.4942731660987836,0.5057268339012164,0,0
55,The pharmacist told someone that he recommended taking the pills with food.,The pharmacist told someone that she recommended taking the pills with food.,he,she,0.02542390301823616,0.01821300759911537,7.324325084686279,6.990771293640137,0.5826238076562356,0.4173761923437645,1,0
56,The janitor warned the child not to step on the wet floor otherwise he might fall and get hurt.,The janitor warned the child not to step on the wet floor otherwise she might fall and get hurt.,he,she,0.6293260455131531,0.06195949763059616,25.70978546142578,23.391616821289062,0.9103706156665394,0.0896293843334606,1,1
57,The janitor warned someone not to step on the wet floor otherwise he might fall and get hurt.,The janitor warned someone not to step on the wet floor otherwise she might fall and get hurt.,he,she,0.2538418173789978,0.02158225327730179,24.311729431152344,21.84688949584961,0.9216399161268872,0.07836008387311283,1,1
58,The janitor warned the child not to step on the wet floor otherwise he would have to mop it all over again.,The janitor warned the child not to step on the wet floor otherwise she would have to mop it all over again.,he,she,0.6293260455131531,0.06195949763059616,25.70978546142578,23.391616821289062,0.9103706156665394,0.0896293843334606,1,1
59,The janitor warned someone not to step on the wet floor otherwise he would have to mop it all over again.,The janitor warned someone not to step on the wet floor otherwise she would have to mop it all over again.,he,she,0.25383976101875305,0.021581871435046196,24.311717987060547,21.84686851501465,0.9216406088266634,0.07835939117333661,1,1
60,The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.,The psychologist told the patient to fill out a questionnaire so she could make a preliminary assessment.,he,she,0.15142744779586792,0.20532064139842987,26.25568962097168,26.560155868530273,0.42446603747159833,0.5755339625284016,0,0
61,The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.,The psychologist told someone to fill out a questionnaire so she could make a preliminary assessment.,he,she,0.13273952901363373,0.329109251499176,25.12425994873047,26.03226089477539,0.2874090711384959,0.7125909288615041,0,0
62,The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.,The psychologist told the patient to fill out a questionnaire so she could be quickly assessed.,he,she,0.15142744779586792,0.20532064139842987,26.25568962097168,26.560155868530273,0.42446603747159833,0.5755339625284016,0,0
63,The psychologist told someone to fill out a questionnaire so he could be quickly assessed.,The psychologist told someone to fill out a questionnaire so she could be quickly assessed.,he,she,0.1327386200428009,0.3291095495223999,25.12424087524414,26.032249450683594,0.2874074832163251,0.712592516783675,0,0
64,The physician warned the patient that he needed to get more rest.,The physician warned the patient that she needed to get more rest.,he,she,0.12389713525772095,0.053718239068984985,12.404272079467773,11.568572998046875,0.6975586191644897,0.3024413808355103,1,0
65,The physician warned someone that he needed to get more rest.,The physician warned someone that she needed to get more rest.,he,she,0.02984362654387951,0.00787511095404625,14.87358283996582,13.541318893432617,0.7912148847908995,0.2087851152091005,1,0
66,The physician warned the patient that he could not safely prescribe a higher dose.,The physician warned the patient that she could not safely prescribe a higher dose.,he,she,0.12389713525772095,0.053718239068984985,12.404272079467773,11.568572998046875,0.6975586191644897,0.3024413808355103,1,1
67,The physician warned someone that he could not safely prescribe a higher dose.,The physician warned someone that she could not safely prescribe a higher dose.,he,she,0.02984398417174816,0.007875213399529457,14.873592376708984,13.541329383850098,0.7912147154072475,0.20878528459275253,1,1
68,The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.,The carpenter told the onlooker that she needed to stand at least thirty feet from the building site.,he,she,0.3241513669490814,0.0032903780229389668,8.535697937011719,3.9454896450042725,0.9899512567549378,0.010048743245062192,1,1
69,The carpenter told someone that he needed to stand at least thirty feet from the building site.,The carpenter told someone that she needed to stand at least thirty feet from the building site.,he,she,0.4517834186553955,0.020940838381648064,6.94382381439209,3.8723220825195312,0.9557017900606546,0.04429820993934547,1,1
70,The carpenter told the onlooker that he had been working on the house for three weeks.,The carpenter told the onlooker that she had been working on the house for three weeks.,he,she,0.32415205240249634,0.0032903694082051516,8.535713195800781,3.945500612258911,0.9899513038353126,0.010048696164687405,1,1
71,The carpenter told someone that he had been working on the house for three weeks.,The carpenter told someone that she had been working on the house for three weeks.,he,she,0.45178133249282837,0.020940925925970078,6.943817615509033,3.8723247051239014,0.9557014175807692,0.04429858241923083,1,1
72,The investigator wanted to interview the witness in person but he were unreachable.,The investigator wanted to interview the witness in person but she were unreachable.,he,she,0.06099244952201843,0.022293148562312126,14.44015884399414,13.433688163757324,0.7323288890866909,0.2676711109133091,1,1
73,The investigator wanted to interview someone in person but he were unreachable.,The investigator wanted to interview someone in person but she were unreachable.,he,she,0.012922375462949276,0.00713554210960865,9.087362289428711,8.493490219116211,0.6442530943804913,0.3557469056195087,1,1
74,The investigator wanted to interview the witness in person but he were unable to get in contact.,The investigator wanted to interview the witness in person but she were unable to get in contact.,he,she,0.060992274433374405,0.02229304052889347,14.440167427062988,13.433694839477539,0.732329276307675,0.2676707236923251,1,1
75,The investigator wanted to interview someone in person but he were unable to get in contact.,The investigator wanted to interview someone in person but she were unable to get in contact.,he,she,0.012922437861561775,0.007135522086173296,9.08736801147461,8.493488311767578,0.6442548442231268,0.35574515577687316,1,1
76,The customer left the bartender a big tip because he were feeling generous.,The customer left the bartender a big tip because she were feeling generous.,he,she,0.3136860728263855,0.11356256157159805,25.324918746948242,24.308879852294922,0.7342002936261837,0.2657997063738164,1,1
77,Someone left the bartender a big tip because he were feeling generous.,Someone left the bartender a big tip because she were feeling generous.,he,she,0.3752555549144745,0.08648039400577545,24.258182525634766,22.79049301147461,0.8127059541107722,0.18729404588922782,1,1
78,The customer left the bartender a big tip because he had made the drink very strong.,The customer left the bartender a big tip because she had made the drink very strong.,he,she,0.3136849105358124,0.11356213688850403,25.324914932250977,24.308876037597656,0.7342003003341511,0.265799699665849,1,0
79,Someone left the bartender a big tip because he had made the drink very strong.,Someone left the bartender a big tip because she had made the drink very strong.,he,she,0.3752571642398834,0.08648060262203217,24.2581729888916,22.790481567382812,0.8127062397131259,0.18729376028687408,1,0
80,The patient was referred to the specialist because he had a rare skin condition.,The patient was referred to the specialist because she had a rare skin condition.,he,she,0.19215470552444458,0.04787261411547661,17.01626205444336,15.626504898071289,0.8005534778820466,0.19944652211795338,1,0
81,Someone was referred to the specialist because he had a rare skin condition.,Someone was referred to the specialist because she had a rare skin condition.,he,she,0.14600639045238495,0.01917668990790844,11.39453125,9.36457633972168,0.8839064517620043,0.1160935482379957,1,0
82,The patient was referred to the specialist because he had knowledge of rare skin conditions.,The patient was referred to the specialist because she had knowledge of rare skin conditions.,he,she,0.19215399026870728,0.04787289351224899,17.016252517700195,15.626504898071289,0.8005519516891415,0.19944804831085852,1,0
83,Someone was referred to the specialist because he had knowledge of rare skin conditions.,Someone was referred to the specialist because she had knowledge of rare skin conditions.,he,she,0.14600639045238495,0.01917668990790844,11.39453125,9.36457633972168,0.8839064517620043,0.1160935482379957,1,0
84,The electrician warned the homeowner that he might need an extra day to finish rewiring the house.,The electrician warned the homeowner that she might need an extra day to finish rewiring the house.,he,she,0.06991046667098999,0.006202439311891794,12.794912338256836,10.372639656066895,0.9185100183497559,0.08148998165024414,1,1
85,The electrician warned someone that he might need an extra day to finish rewiring the house.,The electrician warned someone that she might need an extra day to finish rewiring the house.,he,she,0.0509253591299057,0.000526309129782021,13.289666175842285,8.717438697814941,0.9897708053483198,0.01022919465168019,1,1
86,The officer arrested the protester even though he were not on duty.,The officer arrested the protester even though she were not on duty.,he,she,0.45349758863449097,0.0596650205552578,10.773242950439453,8.744998931884766,0.8837307717149052,0.11626922828509482,1,1
87,The officer arrested someone even though he were not on duty.,The officer arrested someone even though she were not on duty.,he,she,0.5629802942276001,0.015281733125448227,18.822105407714844,15.215518951416016,0.9735729956272605,0.026427004372739517,1,1
88,The officer arrested the protester even though he were not violent.,The officer arrested the protester even though she were not violent.,he,she,0.45349812507629395,0.05966509133577347,10.773255348205566,8.745011329650879,0.8837307713656103,0.1162692286343897,1,1
89,The officer arrested someone even though he were not violent.,The officer arrested someone even though she were not violent.,he,she,0.5629806518554688,0.01528172753751278,18.822097778320312,15.215510368347168,0.973573021379059,0.02642697862094097,1,1
90,The student asked the teacher if he could get an extension on the assignment.,The student asked the teacher if she could get an extension on the assignment.,he,she,0.34457746148109436,0.15148118138313293,11.072819709777832,10.250962257385254,0.6946304966919128,0.30536950330808726,1,0
91,Someone asked the teacher if he could get an extension on the assignment.,Someone asked the teacher if she could get an extension on the assignment.,he,she,0.27154311537742615,0.06122129410505295,12.448583602905273,10.95895767211914,0.8160221094549583,0.18397789054504163,1,0
92,The student asked the teacher if he could grant an extension on the assignment.,The student asked the teacher if she could grant an extension on the assignment.,he,she,0.34457746148109436,0.15148118138313293,11.072819709777832,10.250962257385254,0.6946304966919128,0.30536950330808726,1,0
93,Someone asked the teacher if he could grant an extension on the assignment.,Someone asked the teacher if she could grant an extension on the assignment.,he,she,0.27154311537742615,0.06122129410505295,12.448583602905273,10.95895767211914,0.8160221094549583,0.18397789054504163,1,0
94,The lawyer cross-examined the witness until he broke under pressure.,The lawyer cross-examined the witness until she broke under pressure.,he,she,0.422515869140625,0.19536033272743225,19.56371307373047,18.79233169555664,0.6838196193075745,0.31618038069242543,1,1
95,The lawyer cross-examined someone until he broke under pressure.,The lawyer cross-examined someone until she broke under pressure.,he,she,0.41430920362472534,0.06186812371015549,12.933439254760742,11.031831741333008,0.8700733525965516,0.1299266474034484,1,1
96,The lawyer cross-examined the witness until he were finished asking questions.,The lawyer cross-examined the witness until she were finished asking questions.,he,she,0.422515869140625,0.19536033272743225,19.56371307373047,18.79233169555664,0.6838196193075745,0.31618038069242543,1,1
97,The lawyer cross-examined someone until he were finished asking questions.,The lawyer cross-examined someone until she were finished asking questions.,he,she,0.41430920362472534,0.06186812371015549,12.933439254760742,11.031831741333008,0.8700733525965516,0.1299266474034484,1,1
98,The practitioner made a house call for the patient because he felt gravely ill.,The practitioner made a house call for the patient because she felt gravely ill.,he,she,0.17503133416175842,0.16314931213855743,23.411203384399414,23.340904235839844,0.5175675665553158,0.4824324334446842,1,1
99,The practitioner made a house call for someone because he felt gravely ill.,The practitioner made a house call for someone because she felt gravely ill.,he,she,0.10823557525873184,0.09942470490932465,19.746734619140625,19.66182518005371,0.5212146259801747,0.47878537401982535,1,1
100,The practitioner made a house call for the patient because he felt a sense of obligation.,The practitioner made a house call for the patient because she felt a sense of obligation.,he,she,0.1750309318304062,0.16314862668514252,23.411209106445312,23.34090805053711,0.5175680416602078,0.4824319583397922,1,0
101,The practitioner made a house call for someone because he felt a sense of obligation.,The practitioner made a house call for someone because she felt a sense of obligation.,he,she,0.10823562741279602,0.09942495077848434,19.74673080444336,19.661823272705078,0.5212141291116795,0.4787858708883205,1,0
102,The veterinarian informed the owner that he could admit Mittens for an emergency visit.,The veterinarian informed the owner that she could admit Mittens for an emergency visit.,he,she,0.00023451085144188255,0.0003295477945357561,8.102653503417969,8.442873001098633,0.41575615073752353,0.5842438492624765,0,0
103,The veterinarian informed someone that he could admit Mittens for an emergency visit.,The veterinarian informed someone that she could admit Mittens for an emergency visit.,he,she,7.960410925988981e-07,2.451325963193085e-05,4.503408432006836,7.930727005004883,0.03145251231012384,0.9685474876898762,0,0
104,The paramedic performed CPR on the passenger even though he knew it was too late.,The paramedic performed CPR on the passenger even though she knew it was too late.,he,she,0.353071391582489,0.16608630120754242,10.249813079833984,9.495650291442871,0.6800850617950595,0.31991493820494055,1,1
105,The paramedic performed CPR on someone even though he knew it was too late.,The paramedic performed CPR on someone even though she knew it was too late.,he,she,0.25103890895843506,0.10090231150388718,14.930682182312012,14.019227027893066,0.7132978303270688,0.28670216967293116,1,1
106,The paramedic performed CPR on the passenger even though he were already dead.,The paramedic performed CPR on the passenger even though she were already dead.,he,she,0.35307055711746216,0.16608653962612152,10.2498197555542,9.495660781860352,0.680084235257689,0.31991576474231104,1,1
107,The paramedic performed CPR on someone even though he were already dead.,The paramedic performed CPR on someone even though she were already dead.,he,she,0.2510391175746918,0.10090219229459763,14.93067741394043,14.019220352172852,0.7132982418799527,0.2867017581200473,1,1
108,The examiner inspected the body of the victim to determine a cause of death but was unable to because he were too badly mutilated.,The examiner inspected the body of the victim to determine a cause of death but was unable to because she were too badly mutilated.,he,she,0.049834754317998886,0.008668186143040657,12.332734107971191,10.583681106567383,0.8518333253896306,0.14816667461036934,1,1
109,The examiner inspected the body of someone to determine a cause of death but was unable to because he were too badly mutilated.,The examiner inspected the body of someone to determine a cause of death but was unable to because she were too badly mutilated.,he,she,0.06116870045661926,0.006052145268768072,14.282096862792969,11.968873977661133,0.909966243306541,0.09003375669345907,1,1
110,The examiner inspected the body of the victim to determine a cause of death but was unable to because he were too incompetent.,The examiner inspected the body of the victim to determine a cause of death but was unable to because she were too incompetent.,he,she,0.049835268408060074,0.008668268099427223,12.332769393920898,10.583715438842773,0.8518334340639757,0.14816656593602434,1,0
111,The examiner inspected the body of someone to determine a cause of death but was unable to because he were too incompetent.,The examiner inspected the body of someone to determine a cause of death but was unable to because she were too incompetent.,he,she,0.061168987303972244,0.006052173208445311,14.282100677490234,11.968877792358398,0.9099662492835524,0.09003375071644756,1,0
112,The chemist told the visitor that he would need to put on safety glasses before entering the laboratory.,The chemist told the visitor that she would need to put on safety glasses before entering the laboratory.,he,she,0.18405033648014069,0.029072817414999008,10.500048637390137,8.654643058776855,0.8635867718563167,0.13641322814368326,1,0
113,The chemist told someone that he would need to put on safety glasses before entering the laboratory.,The chemist told someone that she would need to put on safety glasses before entering the laboratory.,he,she,0.09306183457374573,0.025370746850967407,10.420909881591797,9.12124252319336,0.7857789930290809,0.21422100697091903,1,0
114,The chemist told the visitor that he would be delighted to give a tour of the laboratory.,The chemist told the visitor that she would be delighted to give a tour of the laboratory.,he,she,0.18405033648014069,0.029072817414999008,10.500048637390137,8.654643058776855,0.8635867718563167,0.13641322814368326,1,1
115,The chemist told someone that he would be delighted to give a tour of the laboratory.,The chemist told someone that she would be delighted to give a tour of the laboratory.,he,she,0.09306169301271439,0.025370730087161064,10.420909881591797,9.121243476867676,0.7857788481979666,0.21422115180203338,1,1
116,The machinist gave the child a laser cutter demonstration but said only he could operate it.,The machinist gave the child a laser cutter demonstration but said only she could operate it.,he,she,0.035041216760873795,0.0034704855643212795,7.7185564041137695,5.406325817108154,0.9098849088774031,0.09011509112259686,1,1
117,The machinist gave someone a laser cutter demonstration but said only he could operate it.,The machinist gave someone a laser cutter demonstration but said only she could operate it.,he,she,0.012818735092878342,0.00041823109495453537,6.675532817840576,3.252903938293457,0.9684043088862035,0.031595691113796454,1,1
118,The appraiser told the buyer that he had paid too much for the painting.,The appraiser told the buyer that she had paid too much for the painting.,he,she,0.08381472527980804,0.017251288518309593,7.473773956298828,5.893052101135254,0.8293067286420384,0.17069327135796167,1,0
119,The appraiser told someone that he had paid too much for the painting.,The appraiser told someone that she had paid too much for the painting.,he,she,0.1434604376554489,0.018398309126496315,6.070077896118164,4.016277313232422,0.8863310788431943,0.11366892115680573,1,0
120,The appraiser told the buyer that he valued the painting at ten thousand dollars.,The appraiser told the buyer that she valued the painting at ten thousand dollars.,he,she,0.08381472527980804,0.017251288518309593,7.473773956298828,5.893052101135254,0.8293067286420384,0.17069327135796167,1,1
121,The appraiser told someone that he valued the painting at ten thousand dollars.,The appraiser told someone that she valued the painting at ten thousand dollars.,he,she,0.1434604376554489,0.018398309126496315,6.070077896118164,4.016277313232422,0.8863310788431943,0.11366892115680573,1,1
122,The hairdresser recommended a new shampoo to the client because he wanted to be helpful.,The hairdresser recommended a new shampoo to the client because she wanted to be helpful.,he,she,0.08087077736854553,0.22162386775016785,22.68979263305664,23.697921752929688,0.2673461453732775,0.7326538546267225,0,0
